2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[WriteFile.start] path: dms.pid, owner: , perm: -rw-r-----
2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[EnsureFile.start] path: dms.pid, owner: , perm: -rw-r-----
2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[EnsureFile.end] path: dms.pid, owner: , perm: -rw-r-----, err: <nil>
2024-01-25 12:43:43 DEBUG caller=helper.go:51 msg=[WriteFile.end] path: dms.pid, owner: , perm: -rw-r-----, err: <nil>
2024-01-25 12:43:43 INFO caller=helper.go:66 dms.storage=connecting to storage, host: 10.186.56.59, port: 33063, user: root, schema: dms
2024-01-25 12:43:43 INFO caller=helper.go:61 dms.cronmanager=cron start
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:380.674µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:335.964µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:540.025µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'member_role_op_ranges' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:87.711µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:345.863µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:179.152µs; sql: SELECT * FROM `member_role_op_ranges` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:593.616µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'member_role_op_ranges' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:94.481µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:326.564µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:558.565µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'member_groups' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:87.52µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:315.983µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:182.253µs; sql: SELECT * FROM `member_groups` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:609.387µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'member_groups' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:94.59µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:349.412µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:531.545µs; sql: SELECT count(*) FROM information_schema.statistics WHERE table_schema = 'dms' AND table_name = 'member_groups' AND index_name = 'project_uid_name'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:83.611µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:345.713µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:528.445µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'member_group_users' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:98.421µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:345.143µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:160.902µs; sql: SELECT * FROM `member_group_users` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:589.146µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'member_group_users' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:90.86µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:321.892µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:549.135µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'member_group_role_op_ranges' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:89.981µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:324.833µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:169.001µs; sql: SELECT * FROM `member_group_role_op_ranges` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:590.626µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'member_group_role_op_ranges' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:90.791µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:348.344µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:532.095µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'projects' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:89.901µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:340.614µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:236.102µs; sql: SELECT * FROM `projects` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:624.746µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'projects' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:8.224444ms; sql: ALTER TABLE `projects` MODIFY COLUMN `name` varchar(200); rowsAffected: 0; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:114.961µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:467.884µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:580.626µs; sql: SELECT count(*) FROM information_schema.statistics WHERE table_schema = 'dms' AND table_name = 'projects' AND index_name = 'name'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:153.322µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:343.122µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:591.765µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'proxy_targets' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:91.661µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:334.512µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:43 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:186.052µs; sql: SELECT * FROM `proxy_targets` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:43; elapsed:627.596µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'proxy_targets' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.621µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:355.813µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:544.375µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'plugins' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:90.55µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:339.302µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:195.312µs; sql: SELECT * FROM `plugins` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:633.545µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'plugins' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:91.181µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:326.433µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:558.156µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'oauth2_configurations' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:93.912µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:329.562µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:234.253µs; sql: SELECT * FROM `oauth2_configurations` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:656.556µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'oauth2_configurations' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:109.1µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:342.673µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:542.974µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'ldap_configurations' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:87.891µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:324.953µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:202.082µs; sql: SELECT * FROM `ldap_configurations` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:670.865µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'ldap_configurations' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:85.26µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:339.543µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:516.656µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'smtp_configurations' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:87.252µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:354.793µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:207.362µs; sql: SELECT * FROM `smtp_configurations` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:627.575µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'smtp_configurations' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:7.571058ms; sql: ALTER TABLE `smtp_configurations` MODIFY COLUMN `enable_smtp_notify` boolean DEFAULT true; rowsAffected: 0; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:8.090884ms; sql: ALTER TABLE `smtp_configurations` MODIFY COLUMN `is_skip_verify` boolean NOT NULL DEFAULT false; rowsAffected: 0; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:191.371µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:544.665µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:691.597µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'web_hook_configurations' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:91.921µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:360.014µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:234.702µs; sql: SELECT * FROM `web_hook_configurations` LIMIT 1; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:713.217µs; sql: SELECT column_name, column_default, is_nullable = 'YES', data_type, character_maximum_length, column_type, column_key, extra, column_comment, numeric_precision, numeric_scale , datetime_precision FROM information_schema.columns WHERE table_schema = 'dms' AND table_name = 'web_hook_configurations' ORDER BY ORDINAL_POSITION; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:10.732208ms; sql: ALTER TABLE `web_hook_configurations` MODIFY COLUMN `enable` boolean NOT NULL DEFAULT true; rowsAffected: 0; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:133.471µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:466.464µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:623.586µs; sql: SELECT count(*) FROM information_schema.tables WHERE table_schema = 'dms' AND table_name = 'we_chat_configurations' AND table_type = 'BASE TABLE'; rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:91.611µs; sql: SELECT DATABASE(); rowsAffected: -1; err: <nil>
2024-01-25 12:43:44 DEBUG caller=log_wrapper.go:214 module=gorm msg=trace: begin:2024-01-25 12:43:44; elapsed:367.642µs; sql: SELECT SCHEMA_NAME from Information_schema.SCHEMATA where SCHEMA_NAME LIKE 'dms%' ORDER BY SCHEMA_NAME='dms' DESC,SCHEMA_NAME limit 1; rowsAffected: 1; err: <nil>
